"Review_Date","Average_Score","Hotel_Name","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Total_Number_of_Reviews","Positive_Review","Review_Total_Positive_Word_Counts","Total_Number_of_Reviews_Reviewer_Has_Given","Reviewer_Score"
"5/1/2017",8.2,"Ramada Apollo Amsterdam Centre","Australia","The noise from the above floor was quite disturbing especially trolleys up and down the floor at 4 am Not good In fact there was noise on and off throughout the night and in the morning Beware taking a discount room This is what you may be allocated We did not take the breakfast as it was 15 euro each and considering the cost of the room and the past 2 months having breakfast as an inclusion it was too expensive",83,5770,"This hotel is large has professional staff and great views It is quite a distance from the canal district so you require a daily tram ticket for 7 50 euro walk a lot or use a bike to get around The room is comfortable but noisy on the 16th floor with the 17th floor being the bar restaurant and breakfast area The room was spotlessly clean and the bathroom excellent except for the half shower wall which meant water ended up on the floor no matter how hard you tried There was an environmental option to not have room serviced daily We took that option and were allocated a 5 euro voucher for the bar or restaurant good marketing really The best part was that when there was no noise from above it was a very quiet location",140,32,8.3
"6/20/2016",7.8,"Millennium Hotel London Mayfair","United Kingdom","Air conditioning pipes view from room But not that big a deal as we were out most of the day",22,3117,"Comfortable bed beautiful location our 40th wedding anniversary so chocolates and room upgraded to our surprise much appreciated",20,3,10
"1/28/2017",8,"Hotel Vondel Amsterdam","Hong Kong","No Negative",0,1952,"Good location Staff is nice",7,2,7.9
"12/1/2016",7.7,"Shaftesbury Metropolis London Hyde Park","United Kingdom","The room and bed was very small for a club room enough space to walk round the bed noisy air conditioner but otherwise ok",26,2867,"The room was in good condition and everything worked fine",12,37,7.5
"5/12/2017",8.1,"Good Hotel London","United Kingdom","The toilet door didn t have a lock and it was also the shower door Not recommended if staying with friends",22,1018,"Good hotel staff were very helpful Helped us order a pizza We were drunk",16,1,9.2
"3/17/2017",8.4,"BEST WESTERN PLUS Amedia Wien","United Kingdom","There was nothing not to like it was brilliant",11,3224,"Everything",3,4,10
"1/31/2016",8.8,"Ayre Hotel Gran V a","Poland","the passage of time visible in the rooms no tea coffe making facilities in the room",18,4887,"good location bus nr 46 from the airport 2 15 euro good wifi connection nice breakfast jamon ham salmon fruits cakes bacon scrambled eggs but not green tea comfortable shower",32,17,8.3
"7/23/2016",8.8,"Hilton London Wembley","United Kingdom","The view from our window was just that of a wall however you are able to book rooms with a view of Wembley Stadium if you so wish The hotel could improve by making the still water in the room complimentary",43,4305,"The hotel was clean and modern The breakfast was really good and there was a variety of different things to choose from from pancakes fruit a cooked breakfast etc",31,2,10
"8/22/2016",8.8,"Der Wilhelmshof","United Kingdom","Outside street could be noisy during the night if you didn t close the windows",17,1793,"The staff room breakfast choice and location were all perfect In walking distance to many attractions Very close to mainline underground bus and tram stops Plenty of places to eat locally Direct train link to Vienna airport 5 10 minute walk away",44,8,10
"4/10/2017",8.2,"Radisson Blu Edwardian Kenilworth","United Kingdom","Toilet could have flushed better",6,2011,"Location and comfy bed",5,5,10
"1/28/2016",8.8,"H tel Madison by MH","United Kingdom","The big yellow stain on the carpet blow next to the table In 4 star hotel it should have been treated",23,478,"Mostly I liked location of this hotel Love the fact that you could make in your own room your own good coffee and tea",26,6,7.5
"1/21/2016",7.1,"Hyatt Regency Paris Etoile","Egypt","No Negative",0,3973,"I enjoyed my time there specially the location is excellent was near to the metro station porte maillout and also near to champs elysee And the view was amazing where u can See tour effel and arc de triomph The staff was helpful and friendly people",47,3,10
"6/27/2017",8,"Rafayel Hotel Spa","United Kingdom","It was aiming for high class but just missed the mark and appeared a bit underfinished The first room we had was very dark and overlooked the centre carpark so we asked to be moved which they did and had a better room which was helpful",48,1378,"Nice sized rooms for London though it was a bit further out but still short distance to west London There was a good gym and spa facilities which was a bonus Staff were helpful Good sized bathrooms Nice White company toiletries Nice cocktail bar overlooking the Thames",49,2,6.7
"12/15/2015",7.7,"The Park Grand London Paddington","United Kingdom","No Negative",0,4380,"Great location rooms well equipped and clean",8,1,10
"1/22/2017",8.6,"Dorsett Shepherds Bush","United Kingdom","No Negative",0,2890,"Standard comfort of room Friendly staff",8,5,10
"12/30/2015",9,"COQ Hotel Paris","United States of America","I got very sick and the staff could not have been less helpful The staff is rude and completely unprepared The hotel is clearly understaffed",27,1682,"It was a nice room tiny but well appointed",11,1,5.8
"2/14/2016",8.9,"Hotel Barcelona Catedral","United Kingdom","The maid was a bit tight with leaving milk for tea we had to ring down to reception everyday we were there",24,2695,"Location there was also a concert gong on all day and night right outside but once inside you couldn t hear no noise",25,1,7.5
"6/20/2016",8.2,"Leonardo Hotel Milan City Center","United States of America","Location is out of central Milan",8,1018,"The facilities were beautiful and the furnishings elegant and comfortable",12,3,10
"9/7/2015",8.2,"Inntel Hotels Amsterdam Centre","Canada","Noisy hallways early in the morning",8,3342,"Wonderful location clean bathroom",6,1,8.3
"12/20/2015",9.1,"Hotel Indigo Paris Opera","United Kingdom","No Negative",0,616,"Hotel Indigio Paris is a great location close to the Palais Garnier and the main shopping area We loved the design and the quality and size of the rooms The breakfast was also great with hot items cooked to order",42,6,9.6
"10/31/2016",8.6,"Hilton London Angel Islington","United Kingdom","Nothing",2,1462,"Helpful staff comfortable bed and excellent shower",8,1,9.2
"4/19/2016",8.9,"H tel Exquis by Elegancia","Colombia","No Negative",0,920,"This is a modern hotel with well designed rooms centrally located in a trendy area with a wide variety of nice restaurants and fashion boutiques Perfect spot to enjoy the local trendy Paris Rooms are a bit small but that s what you get in Paris when you don t want to pay a million for a room",60,17,8.3
"8/29/2015",8.5,"Mercure London Bridge","United Kingdom","The breakfast room was on two levels which would have made it difficult for less able people",19,947,"We liked the good value for money that this hotel provided and its location",16,1,9.2
"1/26/2017",9.1,"M by Montcalm Shoreditch London Tech City","Netherlands","Breakfast buffet is not what I am used to in hotels that level and price",17,4802,"Size of rooms stylish fit out great SPA and very good sky view restaurant and frindly staff",18,4,9.2
"11/16/2015",8.5,"Apollofirst Boutique Hotel","Ireland","No Negative",0,1284,"The location was great Close to amenities with great transport links The staff were all exceptional friendly professional and helpful As a boutique hotel it meets all expectations Warm comfortable and classy",34,7,8.8
"9/2/2016",8.1,"Starhotels Ritz","Russia","No Negative",0,4248,"Good place to stay according to my colleague review Best location as well quality price",17,7,10
"11/8/2016",8.4,"NH Collection Amsterdam Grand Hotel Krasnapolsky","Germany","Difficult to get to if driving It is not very sound proof and you can hear the crowd outside your room",23,4686,"Great location Very friendly staff",7,9,8.3
"10/17/2015",8.9,"Camperio House Suites Apartments","Switzerland","No Negative",0,567,"Exellent staff",3,72,10
"5/31/2017",8.4,"Park Plaza County Hall London","United Kingdom","Leaky shower took 2 days to fix",8,6117,"Rooms very spacious",4,7,8.3
"2/22/2017",8.8,"Hotel Vueling Bcn by HC","United Kingdom","No Negative",0,1696,"The bed was very comfortable We were staying in the room 202 and the housekeeping lady did a very good job the room was always very clean and tidy When we left the boy on the reception asked if we would like to keep our luggage there since our flight was only at 19h so we could go for a walk",63,3,10
"11/22/2015",8.7,"Holiday Inn London Stratford City","United Kingdom","No Negative",0,2130,"Staff and location both great",6,42,9.2
"9/8/2016",8.4,"Barcel Raval","United Kingdom","The view from the room overlooked the neighbouring apartments therefore couldn t open the curtains as builders were there Would have preferred a room with a different outlook",30,2254,"The bed was very comfortable and big the rooftop terrace was a delight",15,2,8.3
"5/8/2016",9,"The Capital","United Kingdom","Complimentary water would have been welcome",7,355,"Great staff We left at 4 in the morning and the night porter called us back to give us fresh pastries and fruit",25,17,7.9
"6/5/2017",7.9,"Best Western Palm Hotel","United Kingdom","Breakfast Outside needed a little touch up",8,2037,"Staff very friendly",4,1,8.8
"2/24/2017",7.5,"Millennium Hotel London Knightsbridge","United Kingdom","Only fault was the quilt on the bed could have been bigger as I felt it was a lot smaller than a double",25,2746,"Location was fantastic Staff so helpful and my room was ready early so I could check in 2 hours early Great hotel in a truly great place Right in the heart of Kensington We used it as a base to explore London Museums harrods Hyde park and the fabulous sightseeing hop on hop off bus stops within minutes walking Complimentary water in the room also on arrival",69,1,9.6
"7/18/2017",8.8,"H tel Madison by MH","United States of America","air conditioning could have been a little better",9,478,"staff was excellent",4,1,10
"5/16/2017",7.8,"Park International Hotel","United Kingdom","Noisy bar",3,1252,"Comfy beds good shower",5,5,7.5
"8/7/2016",9,"Acad mie H tel Saint Germain","United States of America","No Negative",0,855,"Place was comfortable and in a great location Staff was fabulous",13,3,10
"3/15/2016",9,"The Westbridge Hotel","United Kingdom","Halal hotel no bar or sausage bacon at breakfast",10,1200,"Everything Amazing hotel nothing was too much trouble",9,1,10
"9/2/2015",8.1,"Leonardo Hotel Vienna","Canada","No Negative",0,6373,"The front desk employees were fantastic and very helpful They helped us with recommendations and explained how to get to certain places",24,4,10
"6/14/2017",8.6,"Catalonia Plaza Catalunya","United Kingdom","Nothing really There should be complimentary water in the rooms",11,4153,"Staff were very good and willing to help",9,1,8.8
"4/12/2016",8.4,"DoubleTree by Hilton Amsterdam Centraal Station","Egypt","No Negative",0,3911,"Room is very spacious with an excellent view and excellent location",12,6,10
